GBK	Record_Type_x	Record_Number_x	Full_Name_x	Class	Category	Organism	Taxonomy	Description	Record_Type_y	Record_Number_y	CC	Family	Full_Name_y
saur_clade_306_contig_7.region001	region	1	saur_clade_306_contig_7.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_7, whole genome shotgun sequence	region	1	1	FAM_00021	saur_clade_306_contig_7.region001.gbk_region_1
sepi_clade_4_contig_9.region001	region	1	sepi_clade_4_contig_9.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_4_contig_9.region001.gbk_region_1
sepi_clade_52_contig_9.region002	region	2	sepi_clade_52_contig_9.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_52_contig_9.region002.gbk_region_2
sepi_clade_60_contig_20.region001	region	1	sepi_clade_60_contig_20.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_20, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_60_contig_20.region001.gbk_region_1
sepi_clade_31_contig_16.region001	region	1	sepi_clade_31_contig_16.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_16, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_31_contig_16.region001.gbk_region_1
spas_clade_401_contig_27.region001	region	1	spas_clade_401_contig_27.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_27, whole genome shotgun sequence	region	1	93	FAM_00024	spas_clade_401_contig_27.region001.gbk_region_1
sepi_clade_26_contig_30.region001	region	1	sepi_clade_26_contig_30.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_30, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_26_contig_30.region001.gbk_region_1
spas_clade_401_contig_3.region001	region	1	spas_clade_401_contig_3.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	1	21	FAM_00003	spas_clade_401_contig_3.region001.gbk_region_1
sepi_clade_3_contig_3.region002	region	2	sepi_clade_3_contig_3.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_3_contig_3.region002.gbk_region_2
saur_clade_301_contig_15.region001	region	1	saur_clade_301_contig_15.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_15, whole genome shotgun sequence	region	1	1	FAM_00021	saur_clade_301_contig_15.region001.gbk_region_1
sepi_clade_52_contig_17.region001	region	1	sepi_clade_52_contig_17.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_17, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_52_contig_17.region001.gbk_region_1
sepi_clade_51_contig_15.region001	region	1	sepi_clade_51_contig_15.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_15, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_51_contig_15.region001.gbk_region_1
sepi_clade_64_contig_18.region001	region	1	sepi_clade_64_contig_18.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_18, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_64_contig_18.region001.gbk_region_1
scap_clade_202_contig_12.region001	region	1	scap_clade_202_contig_12.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_12, whole genome shotgun sequence	region	1	93	FAM_00024	scap_clade_202_contig_12.region001.gbk_region_1
sepi_clade_1_contig_42.region001	region	1	sepi_clade_1_contig_42.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_42, whole genome shotgun sequence	region	1	282	FAM_00027	sepi_clade_1_contig_42.region001.gbk_region_1
spas_clade_401_contig_1.region002	region	2	spas_clade_401_contig_1.region002.gbk_region_2	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	2	9	FAM_00001	spas_clade_401_contig_1.region002.gbk_region_2
sepi_clade_34_contig_6.region001	region	1	sepi_clade_34_contig_6.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_6, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_34_contig_6.region001.gbk_region_1
sepi_clade_86_contig_11.region001	region	1	sepi_clade_86_contig_11.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_11, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_86_contig_11.region001.gbk_region_1
sepi_clade_44_contig_11.region001	region	1	sepi_clade_44_contig_11.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_11, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_44_contig_11.region001.gbk_region_1
scap_clade_202_contig_1.region003	region	3	scap_clade_202_contig_1.region003.gbk_region_3	T3PKS.terpene	PKS.terpene	.	Unknown	contig_1, whole genome shotgun sequence	region	3	490	FAM_00010	scap_clade_202_contig_1.region003.gbk_region_3
sepi_clade_6_contig_3.region002	region	2	sepi_clade_6_contig_3.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_6_contig_3.region002.gbk_region_2
sepi_clade_63_contig_23.region001	region	1	sepi_clade_63_contig_23.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_23, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_63_contig_23.region001.gbk_region_1
sepi_clade_35_contig_32.region001	region	1	sepi_clade_35_contig_32.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_32, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_35_contig_32.region001.gbk_region_1
sepi_clade_36_contig_7.region001	region	1	sepi_clade_36_contig_7.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_7, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_36_contig_7.region001.gbk_region_1
sepi_clade_9_contig_9.region001	region	1	sepi_clade_9_contig_9.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_9_contig_9.region001.gbk_region_1
sepi_clade_56_contig_14.region001	region	1	sepi_clade_56_contig_14.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_14, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_56_contig_14.region001.gbk_region_1
sepi_clade_35_contig_39.region001	region	1	sepi_clade_35_contig_39.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_39, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_35_contig_39.region001.gbk_region_1
sepi_clade_23_contig_13.region001	region	1	sepi_clade_23_contig_13.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_13, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_23_contig_13.region001.gbk_region_1
sepi_clade_55_contig_19.region001	region	1	sepi_clade_55_contig_19.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_19, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_55_contig_19.region001.gbk_region_1
sepi_clade_69_contig_9.region001	region	1	sepi_clade_69_contig_9.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_9, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_69_contig_9.region001.gbk_region_1
sepi_clade_71_contig_17.region001	region	1	sepi_clade_71_contig_17.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_17, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_71_contig_17.region001.gbk_region_1
sepi_clade_47_contig_18.region001	region	1	sepi_clade_47_contig_18.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_18, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_47_contig_18.region001.gbk_region_1
sepi_clade_19_contig_53.region001	region	1	sepi_clade_19_contig_53.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_53, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_19_contig_53.region001.gbk_region_1
sepi_clade_42_contig_11.region002	region	2	sepi_clade_42_contig_11.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_11, whole genome shotgun sequence	region	2	21	FAM_00004	sepi_clade_42_contig_11.region002.gbk_region_2
sepi_clade_27_contig_68.region001	region	1	sepi_clade_27_contig_68.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_68, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_27_contig_68.region001.gbk_region_1
sepi_clade_20_contig_3.region001	region	1	sepi_clade_20_contig_3.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_3, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_20_contig_3.region001.gbk_region_1
sepi_clade_36_contig_7.region002	region	2	sepi_clade_36_contig_7.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_7, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_36_contig_7.region002.gbk_region_2
sepi_clade_36_contig_3.region001	region	1	sepi_clade_36_contig_3.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_36_contig_3.region001.gbk_region_1
sepi_clade_8_contig_1.region002	region	2	sepi_clade_8_contig_1.region002.gbk_region_2	T3PKS	PKS	.	Unknown	contig_1, whole genome shotgun sequence	region	2	29	FAM_00040	sepi_clade_8_contig_1.region002.gbk_region_2
slug_clade_602_contig_4.region003	region	3	slug_clade_602_contig_4.region003.gbk_region_3	CDPS	NRPS	.	Unknown	contig_4, whole genome shotgun sequence	region	3	1881	FAM_00017	slug_clade_602_contig_4.region003.gbk_region_3
saur_clade_301_contig_1.region002	region	2	saur_clade_301_contig_1.region002.gbk_region_2	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	2	209	FAM_00006	saur_clade_301_contig_1.region002.gbk_region_2
sepi_clade_63_contig_7.region001	region	1	sepi_clade_63_contig_7.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_7, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_63_contig_7.region001.gbk_region_1
sepi_clade_50_contig_13.region001	region	1	sepi_clade_50_contig_13.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_13, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_50_contig_13.region001.gbk_region_1
mlut_clade_701_contig_59.region001	region	1	mlut_clade_701_contig_59.region001.gbk_region_1	terpene	terpene	.	Unknown	contig_59, whole genome shotgun sequence	region	1	414	FAM_00037	mlut_clade_701_contig_59.region001.gbk_region_1
sepi_clade_67_contig_17.region001	region	1	sepi_clade_67_contig_17.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_17, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_67_contig_17.region001.gbk_region_1
sepi_clade_70_contig_17.region001	region	1	sepi_clade_70_contig_17.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_17, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_70_contig_17.region001.gbk_region_1
sepi_clade_37_contig_12.region001	region	1	sepi_clade_37_contig_12.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_12, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_37_contig_12.region001.gbk_region_1
sepi_clade_27_contig_23.region001	region	1	sepi_clade_27_contig_23.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_23, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_27_contig_23.region001.gbk_region_1
scap_clade_204_contig_5.region002	region	2	scap_clade_204_contig_5.region002.gbk_region_2	lanthipeptide-class-v.opine-like-metallophore	other.RiPP	.	Unknown	contig_5, whole genome shotgun sequence	region	2	21	FAM_00003	scap_clade_204_contig_5.region002.gbk_region_2
mlut_clade_704_contig_12.region001	region	1	mlut_clade_704_contig_12.region001.gbk_region_1	ectoine	other	.	Unknown	contig_12, whole genome shotgun sequence	region	1	1331	FAM_00015	mlut_clade_704_contig_12.region001.gbk_region_1
sepi_clade_8_contig_9.region001	region	1	sepi_clade_8_contig_9.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_9, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_8_contig_9.region001.gbk_region_1
sepi_clade_30_contig_7.region001	region	1	sepi_clade_30_contig_7.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_7, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_30_contig_7.region001.gbk_region_1
slug_clade_602_contig_1.region002	region	2	slug_clade_602_contig_1.region002.gbk_region_2	T3PKS	PKS	.	Unknown	contig_1, whole genome shotgun sequence	region	2	29	FAM_00041	slug_clade_602_contig_1.region002.gbk_region_2
sepi_clade_48_contig_11.region001	region	1	sepi_clade_48_contig_11.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_11, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_48_contig_11.region001.gbk_region_1
sepi_clade_51_contig_19.region001	region	1	sepi_clade_51_contig_19.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_19, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_51_contig_19.region001.gbk_region_1
sepi_clade_67_contig_10.region001	region	1	sepi_clade_67_contig_10.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_67_contig_10.region001.gbk_region_1
sepi_clade_57_contig_13.region001	region	1	sepi_clade_57_contig_13.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_13, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_57_contig_13.region001.gbk_region_1
sepi_clade_61_contig_26.region001	region	1	sepi_clade_61_contig_26.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_26, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_61_contig_26.region001.gbk_region_1
sepi_clade_73_contig_13.region001	region	1	sepi_clade_73_contig_13.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_13, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_73_contig_13.region001.gbk_region_1
sepi_clade_20_contig_23.region001	region	1	sepi_clade_20_contig_23.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_23, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_20_contig_23.region001.gbk_region_1
saur_clade_305_contig_18.region001	region	1	saur_clade_305_contig_18.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_18, whole genome shotgun sequence	region	1	9	FAM_00001	saur_clade_305_contig_18.region001.gbk_region_1
shom_clade_505_contig_15.region001	region	1	shom_clade_505_contig_15.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_15, whole genome shotgun sequence	region	1	1	FAM_00022	shom_clade_505_contig_15.region001.gbk_region_1
mlut_clade_702_contig_63.region001	region	1	mlut_clade_702_contig_63.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_63, whole genome shotgun sequence	region	1	790	FAM_00012	mlut_clade_702_contig_63.region001.gbk_region_1
scap_clade_201_contig_3.region001	region	1	scap_clade_201_contig_3.region001.gbk_region_1	lanthipeptide-class-i	RiPP	.	Unknown	contig_3, whole genome shotgun sequence	region	1	350	FAM_00028	scap_clade_201_contig_3.region001.gbk_region_1
sepi_clade_77_contig_10.region001	region	1	sepi_clade_77_contig_10.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_10, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_77_contig_10.region001.gbk_region_1
sepi_clade_51_contig_70.region001	region	1	sepi_clade_51_contig_70.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_70, whole genome shotgun sequence	region	1	282	FAM_00027	sepi_clade_51_contig_70.region001.gbk_region_1
sepi_clade_93_contig_8.region002	region	2	sepi_clade_93_contig_8.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_8, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_93_contig_8.region002.gbk_region_2
sepi_clade_83_contig_1.region001	region	1	sepi_clade_83_contig_1.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_83_contig_1.region001.gbk_region_1
shom_clade_505_contig_3.region001	region	1	shom_clade_505_contig_3.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_3, whole genome shotgun sequence	region	1	29	FAM_00041	shom_clade_505_contig_3.region001.gbk_region_1
sepi_clade_86_contig_9.region001	region	1	sepi_clade_86_contig_9.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_86_contig_9.region001.gbk_region_1
saur_clade_306_contig_14.region001	region	1	saur_clade_306_contig_14.region001.gbk_region_1	terpene	terpene	.	Unknown	contig_14, whole genome shotgun sequence	region	1	33	FAM_00036	saur_clade_306_contig_14.region001.gbk_region_1
sepi_clade_14_contig_1.region004	region	4	sepi_clade_14_contig_1.region004.gbk_region_4	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	4	9	FAM_00001	sepi_clade_14_contig_1.region004.gbk_region_4
sepi_clade_34_contig_13.region001	region	1	sepi_clade_34_contig_13.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_13, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_34_contig_13.region001.gbk_region_1
sepi_clade_65_contig_15.region001	region	1	sepi_clade_65_contig_15.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_15, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_65_contig_15.region001.gbk_region_1
sepi_clade_92_contig_5.region002	region	2	sepi_clade_92_contig_5.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_5, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_92_contig_5.region002.gbk_region_2
sepi_clade_17_contig_7.region002	region	2	sepi_clade_17_contig_7.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_7, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_17_contig_7.region002.gbk_region_2
sepi_clade_43_contig_14.region001	region	1	sepi_clade_43_contig_14.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_14, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_43_contig_14.region001.gbk_region_1
sepi_clade_4_contig_2.region001	region	1	sepi_clade_4_contig_2.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_2, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_4_contig_2.region001.gbk_region_1
saur_clade_304_contig_13.region001	region	1	saur_clade_304_contig_13.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_13, whole genome shotgun sequence	region	1	9	FAM_00001	saur_clade_304_contig_13.region001.gbk_region_1
sepi_clade_19_contig_18.region001	region	1	sepi_clade_19_contig_18.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_18, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_19_contig_18.region001.gbk_region_1
sepi_clade_26_contig_22.region001	region	1	sepi_clade_26_contig_22.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_22, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_26_contig_22.region001.gbk_region_1
sepi_clade_39_contig_18.region001	region	1	sepi_clade_39_contig_18.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_18, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_39_contig_18.region001.gbk_region_1
sepi_clade_77_contig_16.region001	region	1	sepi_clade_77_contig_16.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_16, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_77_contig_16.region001.gbk_region_1
sepi_clade_33_contig_15.region001	region	1	sepi_clade_33_contig_15.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_15, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_33_contig_15.region001.gbk_region_1
sepi_clade_34_contig_14.region001	region	1	sepi_clade_34_contig_14.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_14, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_34_contig_14.region001.gbk_region_1
sepi_clade_57_contig_19.region001	region	1	sepi_clade_57_contig_19.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_19, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_57_contig_19.region001.gbk_region_1
scap_clade_203_contig_2.region001	region	1	scap_clade_203_contig_2.region001.gbk_region_1	lanthipeptide-class-i	RiPP	.	Unknown	contig_2, whole genome shotgun sequence	region	1	350	FAM_00028	scap_clade_203_contig_2.region001.gbk_region_1
sepi_clade_5_contig_5.region002	region	2	sepi_clade_5_contig_5.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_5, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_5_contig_5.region002.gbk_region_2
sepi_clade_16_contig_5.region001	region	1	sepi_clade_16_contig_5.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_5, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_16_contig_5.region001.gbk_region_1
sepi_clade_93_contig_4.region001	region	1	sepi_clade_93_contig_4.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_4, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_93_contig_4.region001.gbk_region_1
sepi_clade_47_contig_16.region001	region	1	sepi_clade_47_contig_16.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_16, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_47_contig_16.region001.gbk_region_1
sepi_clade_19_contig_15.region001	region	1	sepi_clade_19_contig_15.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_15, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_19_contig_15.region001.gbk_region_1
shom_clade_509_contig_32.region001	region	1	shom_clade_509_contig_32.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_32, whole genome shotgun sequence	region	1	13	FAM_00002	shom_clade_509_contig_32.region001.gbk_region_1
sepi_clade_34_contig_18.region001	region	1	sepi_clade_34_contig_18.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_18, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_34_contig_18.region001.gbk_region_1
sepi_clade_49_contig_28.region001	region	1	sepi_clade_49_contig_28.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_28, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_49_contig_28.region001.gbk_region_1
shom_clade_506_contig_5.region001	region	1	shom_clade_506_contig_5.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_5, whole genome shotgun sequence	region	1	1	FAM_00022	shom_clade_506_contig_5.region001.gbk_region_1
shom_clade_508_contig_9.region001	region	1	shom_clade_508_contig_9.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	1	13	FAM_00002	shom_clade_508_contig_9.region001.gbk_region_1
sepi_clade_53_contig_9.region001	region	1	sepi_clade_53_contig_9.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_9, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_53_contig_9.region001.gbk_region_1
sepi_clade_17_contig_29.region001	region	1	sepi_clade_17_contig_29.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_29, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_17_contig_29.region001.gbk_region_1
